solarSystemId	solarSystemName	security	regionID	wormholeClassId	connectedSystems
30000097	Shach	0.326043080242139	10000001	7	30000095,30000096,30000098,30000100
30000098	Kehrara	0.364844024330709	10000001	7	30000014,30000097,30000099,30000102
30000099	Arena	0.44232988166039	10000001	7	30000098,30000101,30000102,30000103
30000100	Timeor	0.314131068744228	10000001	7	30000043,30000097
30000101	Uhtafal	0.499612285528816	10000001	7	30000099,30000103,30000105
30000102	Dysa	0.236195309177862	10000001	7	30000095,30000098,30000099,30000104
30000103	Serad	0.525836373084704	10000001	7	30000099,30000101
30000104	Mahti	0.228281786364499	10000001	7	30000102
30000105	Abha	0.434101313134241	10000001	7	30000058,30000101
30000106	Shedoo	0.506117738531189	10000001	7	30000048,30000107,30000109
30000107	Gamis	0.473906173726494	10000001	7	30000085,30000106,30000108,30000110,30000111
30000108	Nieril	0.35344020773032	10000001	7	30000107,30000111
30000109	Berta	0.489557233914793	10000001	7	30000051,30000106,30000110,30000111
30000110	Bekirdod	0.405349115293902	10000001	7	30000107,30000109
30000111	Hothomouh	0.422981028077878	10000001	7	30000107,30000108,30000109
30000112	Arnola	0.462835402531606	10000001	7	30000030,30000113,30000118
30000113	Astabih	0.408817589130305	10000001	7	30000112,30000114,30000115,30000116,30000117
30000114	Ubtes	0.336073246471394	10000001	7	30000035,30000113,30000115,30000116,30000117
30000115	Bimener	0.27004119778905	10000001	7	30000113,30000114,30000116,30000117
30000116	Kenobanala	0.289398349428228	10000001	7	30000113,30000114,30000115,30002395
30000117	Khabi	0.248618615189356	10000001	7	30000113,30000114,30000115,30000118,30000943
30000118	Uanzin	0.433972025380546	10000001	7	30000065,30000112,30000117
30000119	Itamo	0.671738342770413	10000002	7	30000120,30000121,30000123,30000124,30000125,30000140
30000120	Mitsolen	0.633705945033036	10000002	7	30000119,30000122
30000121	Jatate	0.63742813303159	10000002	7	30000119
30000122	Mahtista	0.658237550866042	10000002	7	30000120
30000123	Vaankalen	0.647170374351955	10000002	7	30000119
30000124	Kylmabe	0.73193132040608	10000002	7	30000119
30000125	Ahtulaima	0.61268891517586	10000002	7	30000119
30000126	Geras	0.650146461702381	10000002	7	30000128,30000131
30000127	Sirseshin	0.747992815656222	10000002	7	30000128,30002788
30000128	Tuuriainas	0.610848926567931	10000002	7	30000126,30000127,30000130
30000129	Unpas	0.945964552643781	10000002	7	30000130,30000139,30030141
30000130	Shihuken	0.874584974790593	10000002	7	30000128,30000129
30000131	Nomaa	0.606936086220431	10000002	7	30000126,30000146,30000153
30000132	Ansila	0.912017009910029	10000002	7	30000133,30000134,30000138
30000133	Hirtamon	0.974726206929074	10000002	7	30000132,30000138,30000145,30021407
30000134	Hykkota	0.823653465299	10000002	7	30000132,30000135,30000136,30005196
30000135	Outuni	0.734172299176997	10000002	7	30000134,30000136,30000137
30000136	Ohmahailen	0.663810822884121	10000002	7	30000134,30000135,30000137
30000137	Eskunen	0.625293934883188	10000002	7	30000135,30000136
30000138	Ikuchi	0.986814622613172	10000002	7	30000132,30000133,30000142,30001379
30000139	Urlen	0.959995210823471	10000002	7	30000129,30000141,30000144,30002791,30002802
30000140	Maurasi	0.912747592952945	10000002	7	30000119,30000142,30000144,30002780
30000141	Kisogo	1.0	10000002	7	30000139
30000142	Jita	0.945913116665	10000002	7	30000138,30000140,30000143,30000144,30000145,30001363,30002780
30000143	Niyabainen	0.963923600275241	10000002	7	30000142,30000144,30000145,30001379
30000144	Perimeter	0.953123230586721	10000002	7	30000139,30000140,30000142,30000143,30002642
30000145	New Caldari	1.0	10000002	7	30000133,30000142,30000143,30000156,30001393,30002754
30000146	Saisio	0.652440258329975	10000002	7	30000131,30000147,30000148
30000147	Abagawa	0.625297524039895	10000002	7	30000146,30000150
30000148	Jakanerva	0.743252264884049	10000002	7	30000146,30000149,30000152
30000149	Gekutami	0.699187208282053	10000002	7	30000148,30000151
30000150	Hurtoken	0.585977998383649	10000002	7	30000147,30000152
30000151	Uoyonen	0.698780410423346	10000002	7	30000149,30000173
30000152	Hampinen	0.541326681546124	10000002	7	30000148,30000150,30000159
30000153	Poinen	0.558052576749366	10000002	7	30000131,30000154,30000155,30000156
30000154	Liekuri	0.600608295226023	10000002	7	30000153,30000155,30000156
30000155	Obanen	0.561731733234103	10000002	7	30000153,30000154,30000158
30000156	Josameto	0.577656292856276	10000002	7	30000145,30000153,30000154
30000158	Olo	0.676040546591996	10000002	7	30000155,30000165,30000180
30000159	Ikami	0.532008285238633	10000002	7	30000152,30000160,30000161
30000160	Reisen	0.518560559323966	10000002	7	30000159,30000161,30000163
30000161	Purjola	0.520526760999043	10000002	7	30000159,30000160,30000162
30000162	Maila	0.440715381231804	10000002	7	30000161,30000163
30000163	Akora	0.324624876237477	10000002	7	30000160,30000162,30000164,30000186
30000164	Messoya	0.315086024165665	10000002	7	30000163,30000195
30000165	Ishisomo	0.650831543137427	10000002	7	30000158,30000166,30000167
30000166	Airmia	0.623113151529817	10000002	7	30000165,30000167,30000168
30000167	Sakkikainen	0.594888748666231	10000002	7	30000165,30000166,30000168,30000170
30000168	Friggi	0.509152956046691	10000002	7	30000166,30000167,30000169,30000171
30000169	Ihakana	0.380808678105576	10000002	7	30000168,30000171,30000172,30000194
30000170	Vahunomi	0.531591775705391	10000002	7	30000167
30000171	Otitoh	0.481666891250913	10000002	7	30000168,30000169
30000172	Otomainen	0.479158600448412	10000002	7	30000169
30000173	Vattuolen	0.708073071152356	10000002	7	30000151,30000174,30000175,30000178
30000174	Onuse	0.74042706302931	10000002	7	30000173,30000176,30000178
30000175	Soshin	0.634221027653938	10000002	7	30000173,30000178,30000179
30000176	Keikaken	0.721319230528388	10000002	7	30000174,30000177
30000177	Ukkalen	0.645119862891427	10000002	7	30000176
30000178	Akkilen	0.689045573282256	10000002	7	30000173,30000174,30000175,30000188
30000179	Silen	0.522202878825245	10000002	7	30000175
30000180	Osmon	0.680264298142202	10000002	7	30000158,30000181,30000182
30000181	Korsiki	0.64316575942058	10000002	7	30000180,30000183,30000185
30000182	Inaya	0.552350223791814	10000002	7	30000180,30000184,30000187
30000183	Nuken	0.761305682290648	10000002	7	30000181
30000184	Uminas	0.483909154233965	10000002	7	30000182
30000185	Airaken	0.503991882209186	10000002	7	30000181,30000186
30000186	Oijanen	0.351968653443131	10000002	7	30000163,30000185,30002440
30000187	Wuos	0.561773868395155	10000002	7	30000182
30000188	Hentogaira	0.566958279783441	10000002	7	30000178,30000189,30000194
30000189	Kiainti	0.528522107079191	10000002	7	30000188,30000190,30000191,30000194
30000190	Vasala	0.493712282866752	10000002	7	30000189,30000191,30000193,30000194
30000191	Walvalin	0.378683207106181	10000002	7	30000189,30000190,30000194
30000193	Vouskiaho	0.50027896261691	10000002	7	30000190,30000201
30000194	Otsela	0.38439987604487	10000002	7	30000169,30000188,30000189,30000190,30000191
30000195	Tasti	0.282290969372504	10000002	7	30000164,30000196
30000196	Otosela	0.238157130665322	10000002	7	30000195,30000197,30000200
30000197	Uemon	0.197446780605056	10000002	7	30000196,30000198,30000199
30000198	Paala	0.134378952162304	10000002	7	30000197,30002355
30000199	Fuskunen	0.224636623454764	10000002	7	30000197,30003446
30000200	Akkio	0.162151414127479	10000002	7	30000196,30002062,30002475
30000201	Uchoshi	0.474179049770405	10000002	7	30000193,30000202
30000202	Mastakomon	0.456966103874352	10000002	7	30000201,30000203,30000204,30000207
30000203	Eruka	0.417260815715143	10000002	7	30000202,30000207
30000204	Ohkunen	0.384886689527896	10000002	7	30000202,30000205
30000205	Obe	0.346931481415948	10000002	7	30000204,30000250,30001448
30000207	Osaa	0.329198935484454	10000002	7	30000202,30000203
30021407	Aokannitoh	0.970923363602232	10000002	7	30000133
30030141	Uitra	0.924096002964	10000002	7	30000129
30000208	LZ-6SU	-0.172783127200583	10000003	9	30000211,30000213,30000214
30000209	MC6O-F	-0.280434953207596	10000003	9	30000212,30000214,30000242
30000210	U54-1L	-0.268069767155334	10000003	9	30000212,30000222
30000211	B-588R	-0.154770225621138	10000003	9	30000208,30000213
30000212	NCGR-Q	-0.260516532553661	10000003	9	30000209,30000210,30000214,30000289
30000213	G-LOIT	-0.157009298918178	10000003	9	30000208,30000211,30000268
30000214	HE-V4V	-0.214402934407248	10000003	9	30000208,30000209,30000212
30000215	N-HSK0	-0.360440450217197	10000003	9	30000216,30000217,30000219,30000251
30000216	05R-7A	-0.401775551126912	10000003	9	30000215,30000219,30000221
30000217	7-UH4Z	-0.363871343617748	10000003	9	30000215,30000218,30000220,30000221
30000218	5ZO-NZ	-0.303460798394906	10000003	9	30000217
30000219	FS-RFL	-0.37081582369648	10000003	9	30000215,30000216
30000220	Y0-BVN	-0.439537250600359	10000003	9	30000217
30000221	X97D-W	-0.427644902086071	10000003	9	30000216,30000217
30000222	0-R5TS	-0.218626806080895	10000003	9	30000210,30000223
30000223	H-UCD1	-0.172228763569322	10000003	9	30000222,30000224
30000224	7-K5EL	-0.150502056347756	10000003	9	30000223,30000225
30000225	H-5GUI	-0.14051497995165	10000003	9	30000224,30000226,30000274,30002421
30000226	FH-TTC	-0.137552925507157	10000003	9	30000225,30000227,30000280
30000227	FMBR-8	-0.138441088762176	10000003	9	30000226,30000295
30000228	3HX-DL	-0.423819136317321	10000003	9	30000232,30000233,30000235
30000229	UH-9ZG	-0.462583591338292	10000003	9	30000230,30000231,30000247
30000230	NFM-0V	-0.499122578810344	10000003	9	30000229,30000232
30000231	YXIB-I	-0.506995055596772	10000003	9	30000229
30000232	MY-T2P	-0.377080782744659	10000003	9	30000228,30000230,30000234,30000237
30000233	FA-DMO	-0.385582816498639	10000003	9	30000228,30000235,30000236
30000234	GEKJ-9	-0.386353756942774	10000003	9	30000232
30000235	Q-R3GP	-0.355137999790533	10000003	9	30000228,30000233
30000236	N-5QPW	-0.39255790068384	10000003	9	30000233
30000237	XV-8JQ	-0.394929248493641	10000003	9	30000232
30000238	WBR5-R	-0.515803442829873	10000003	9	30000239,30000242,30000243,30000263
30000239	4GYV-Q	-0.536556144751755	10000003	9	30000238,30000240
30000240	4-HWWF	-0.473026352922411	10000003	9	30000239,30000241,30000242,30000243
30000241	YMJG-4	-0.4168935403681	10000003	9	30000240,30000253
30000242	8TPX-N	-0.437191608873034	10000003	9	30000209,30000238,30000240
30000243	PM-DWE	-0.423652868907188	10000003	9	30000238,30000240
30000244	K8X-6B	-0.430215393485782	10000003	9	30000245,30000246,30000247,30000249
30000245	X445-5	-0.413753522841213	10000003	9	30000244,30000247
30000246	KRUN-N	-0.386696738264425	10000003	9	30000244,30000249,30000253
30000247	9OO-LH	-0.466964327084467	10000003	9	30000229,30000244,30000245,30000864
30000248	V-OJEN	-0.316842710328014	10000003	9	30000251,30000253
30000249	EIDI-N	-0.406106435863468	10000003	9	30000244,30000246,30000252,30000253
30000250	P3EN-E	-0.274879667384582	10000003	9	30000205,30000252
30000251	49-0LI	-0.320104363997135	10000003	9	30000215,30000248
30000252	IPAY-2	-0.339133695085733	10000003	9	30000249,30000250,30000256
30000253	DAYP-G	-0.392761280558785	10000003	9	30000241,30000246,30000248,30000249
30000254	IFJ-EL	-0.291599233121908	10000003	9	30000255,30000256,30000257,30000260
30000255	47L-J4	-0.261392420478006	10000003	9	30000254,30000257,30000258,30000259
30000256	Q-L07F	-0.322347187642882	10000003	9	30000252,30000254
30000257	E-D0VZ	-0.270338886557342	10000003	9	30000254,30000255
30000258	6WW-28	-0.226655903923022	10000003	9	30000255
30000259	A8A-JN	-0.270631753973245	10000003	9	30000255,30000260
30000260	S-NJBB	-0.281586700497848	10000003	9	30000254,30000259
30000261	T-GCGL	-0.733996062073482	10000003	9	30000262,30000263,30000264
30000262	0MV-4W	-0.662740650451935	10000003	9	30000261,30000263
30000263	TVN-FM	-0.645798655286715	10000003	9	30000238,30000261,30000262,30000265
30000264	V-NL3K	-0.763534235067045	10000003	9	30000261,30000301
30000265	AZBR-2	-0.709048211289033	10000003	9	30000263,30000266
30000266	Z-8Q65	-0.774685104548998	10000003	9	30000265,30000267
30000267	0J3L-V	-0.790707332680492	10000003	9	30000266,30000871
30000268	H-NOU5	-0.140606202412502	10000003	9	30000213,30000269
30000269	KX-2UI	-0.158273715712624	10000003	9	30000268,30000270,30000271
30000270	MO-FIF	-0.11322386947009	10000003	9	30000269,30000272
30000271	97-M96	-0.188873280848758	10000003	9	30000269
30000272	MA-XAP	-0.0972100661353091	10000003	9	30000270,30000273
30000273	C-J7CR	-0.0854802019277957	10000003	9	30000272
30000274	Q-EHMJ	-0.153372133592597	10000003	9	30000225,30000275
30000275	XSQ-TF	-0.155434251905139	10000003	9	30000274,30000276
30000276	H-1EOH	-0.171275001102492	10000003	9	30000275,30000277
30000277	IR-DYY	-0.159338943641509	10000003	9	30000276,30000278,30000279
30000278	C-DHON	-0.123954904685558	10000003	9	30000277
30000279	F-D49D	-0.190937546270727	10000003	9	30000277
30000280	MQ-O27	-0.128993620276374	10000003	9	30000226,30000281
30000281	H-EY0P	-0.156086292541365	10000003	9	30000280,30000282
30000282	UNAG-6	-0.223541959820471	10000003	9	30000281,30000283,30000287
30000283	E-SCTX	-0.208451046635574	10000003	9	30000282,30000284,30000286
30000284	S6QX-N	-0.217690868996501	10000003	9	30000283,30000285,30000286
30000285	IT-YAU	-0.159459704310048	10000003	9	30000284,30000288
30000286	1VK-6B	-0.169139023408093	10000003	9	30000283,30000284,30000323
30000287	7-PO3P	-0.25789085011433	10000003	9	30000282
30000288	1W-0KS	-0.102555951897639	10000003	9	30000285,30002479
30000289	669-IX	-0.27015828460591	10000003	9	30000212,30000290,30000291
30000290	0R-F2F	-0.312840829511786	10000003	9	30000289,30000292,30000299
30000291	R-P7KL	-0.26398129376262	10000003	9	30000289,30000292,30000293
30000292	2DWM-2	-0.204038901296806	10000003	9	30000290,30000291,30000294
30000293	XF-PWO	-0.312208462742529	10000003	9	30000291
30000294	1N-FJ8	-0.223294901710028	10000003	9	30000292
30000295	VI2K-J	-0.131782425758982	10000003	9	30000227,30000296,30000298
30000296	ZLZ-1Z	-0.171072464098047	10000003	9	30000295,30000297,30000298
30000297	6Y-WRK	-0.155659972793586	10000003	9	30000296,30000299
30000298	RVCZ-C	-0.142495517269056	10000003	9	30000295,30000296,30000300
30000299	5T-KM3	-0.16597440825565	10000003	9	30000290,30000297,30000307
30000300	LS9B-9	-0.198929609358876	10000003	9	30000298
30000301	1-GBBP	-0.771741573204836	10000003	9	30000264,30000302,30000303,30000304
30000302	C-FP70	-0.758770594183463	10000003	9	30000301,30000303,30000304
30000303	T-ZWA1	-0.751691613937103	10000003	9	30000301,30000302,30000899
30000304	ZA0L-U	-0.805105102916191	10000003	9	30000301,30000302,30000305
30000305	G96R-F	-0.873329934480325	10000003	9	30000304,30000306
30000306	Y-ZXIO	-0.900437793613486	10000003	9	30000305
30000307	B-E3KQ	-0.255469937975209	10000003	9	30000299,30000308,30000309
30000308	Y5J-EU	-0.218753117450959	10000003	9	30000307,30000309,30000310,30000312,30000898
30000309	O-LR1H	-0.247164182754389	10000003	9	30000307,30000308,30000310
30000310	G5ED-Y	-0.266606322811881	10000003	9	30000308,30000309,30000311,30000312,30000313
30000311	BR-6XP	-0.247887759402116	10000003	9	30000310,30000312,30000313,30000314
30000312	8-TFDX	-0.19076597640828	10000003	9	30000308,30000310,30000311,30000313
30000313	UL-4ZW	-0.408137327244051	10000003	9	30000310,30000311,30000312,30000320
30000314	A-QRQT	-0.127802278288526	10000003	9	30000311,30000315
30000315	WMBZ-U	-0.0865989933169677	10000003	9	30000314,30000316
30000316	PX5-LR	-0.171644253499128	10000003	9	30000315,30000317
30000317	A3-RQ3	-0.296283649747612	10000003	9	30000316,30000318,30000319
30000318	9-GBPD	-0.159623324903106	10000003	9	30000317,30000319,30002470
30000319	LS-JEP	-0.243477244786007	10000003	9	30000317,30000318,30002825
30000320	R-RSZZ	-0.436438656556003	10000003	9	30000313,30000321,30000322,30000323
30000321	MGAM-4	-0.575365040834568	10000003	9	30000320,30000322,30000323,30000324
30000322	VORM-W	-0.558546182915569	10000003	9	30000320,30000321,30000323,30000324
30000323	7G-H7D	-0.357807547607849	10000003	9	30000286,30000320,30000321,30000322
30000324	Q3-BAY	-0.809913517473354	10000003	9	30000321,30000322,30000325
30000325	JZV-F4	-0.852424458700926	10000003	9	30000324
30000326	WF-1LM	-0.00190049786249746	10000004	0	
30000327	D95-FQ	-0.000212492252419261	10000004	0	
30000328	ZSPJ-K	-0.000276011760004802	10000004	0	
30000329	U1F-86	-0.000552583025803965	10000004	0	
30000330	T-P7A6	-0.00135155358388672	10000004	0	
30000331	Y-T3JJ	-0.000881463431484208	10000004	0	
30000332	F3R-IA	-0.00163099199767691	10000004	0	
30000333	74-YTJ	-0.00405423518249015	10000004	0	
30000334	8-RS3U	-0.000464034816744396	10000004	0	
30000335	OVFN-N	-0.000594331228044087	10000004	0	
30000336	1Q-BBM	-0.000488844464384131	10000004	0	
30000337	WXNC-N	-0.000553670328270806	10000004	0	
30000338	G-EA07	-0.00105687467991877	10000004	0	
30000339	X-L6BO	-0.00131741368636895	10000004	0	
30000340	D-PHUA	-0.000938275694784996	10000004	0	
30000341	3-HXHQ	-0.00248626114258066	10000004	0	
30000342	18A-NB	-0.0016391556518105	10000004	0	
30000343	3-J5OQ	-0.000714749482591759	10000004	0	
30000344	GYF-GD	-0.00209203252883738	10000004	0	
30000345	W-6TS9	-0.000613000867745517	10000004	0	
30000346	VIG-VR	-0.00178526875774476	10000004	0	
30000347	KX-P5C	-0.0010976053982571	10000004	0	
30000348	N-FJBK	-0.00123911521453357	10000004	0	
30000349	2-4ZT5	-0.00143632483024225	10000004	0	
30000350	NVN-6F	-0.00184914073013198	10000004	0	
30000351	09-8TH	-0.00201430555405335	10000004	0	
30000352	TI0-AX	-0.00173494936074692	10000004	0	
30000353	7O-POM	-0.000103849611553297	10000004	0	
30000354	L6Q-SX	-0.000158046569754267	10000004	0	
30000355	BFJ-TB	-0.000255321262133012	10000004	0	
30000356	ZZ7-L6	-0.000125282025002282	10000004	0	
30000357	L-CHVW	-0.000103804298261179	10000004	0	
30000358	X0LN-U	-0.000496234789341576	10000004	0	
30000359	RQAE-M	-0.00033279594596769	10000004	0	
30000360	7CO-SA	-0.000364859868394962	10000004	0	
30000361	4G-E5A	-0.000780338634448707	10000004	0	
30000362	A-VWK9	-0.00022429645819233	10000004	0	
30000363	JQHP-4	-0.000164897695202892	10000004	0	
30000364	6Q5K-5	-0.00025299211011176	10000004	0	
30000365	P-MVFP	-0.000172000478868561	10000004	0	
30000366	J-Z1UW	-0.000938658756283628	10000004	0	
30000367	W477-P	-0.000331896605613613	10000004	0	
30000368	NQ1-BL	-0.000770446165854866	10000004	0	
30000369	K7A-G8	-0.000664660160198061	10000004	0	
30000370	HP-PMX	-0.000459678485457249	10000004	0	
30000371	6BN-K9	-0.000409864261545656	10000004	0	
30000372	WLE-PY	-0.000818282962484429	10000004	0	
30000373	EH-HXW	-0.000340381615674623	10000004	0	
30000374	OS-RR3	-0.000635340347863722	10000004	0	
30000375	V4-GZL	-0.000244307218652984	10000004	0	
30000376	4C-Z91	-0.00162076949966816	10000004	0	
30000377	RU-97T	-1.0	10000004	0	
30000378	1S-1V7	-0.000898321899871934	10000004	0	
30000379	PE1-R1	-0.00221072249528109	10000004	0	
30000380	Polaris	-0.000633367127967022	10000004	0	
30000381	JB-007	-0.00117050072480462	10000004	0	
30000382	USJ2-M	-0.00019811914085377	10000004	0	
30000383	7M-RAL	-0.000265716284932327	10000004	0	
30000384	LPBU-U	-0.000174742494274072	10000004	0	
30000385	RF-342	-0.000156723554172844	10000004	0	
30000386	J2V-XY	-0.00029767435054151	10000004	0	
30000387	Z-JBTR	-9.02817039014625e-05	10000004	0	
30000388	S-QNXH	-0.000128069629036998	10000004	0	
30000389	S94-X8	-0.000203586808908973	10000004	0	
30000390	J-YQEC	-0.000330874566004336	10000004	0	
30000391	8MX-OR	-0.000437273293658724	10000004	0	
30000392	97YC-C	-0.000497761567295307	10000004	0	
30000393	V-AMD5	-0.000506137171550347	10000004	0	
30000394	U-JC8X	-0.000210001258100445	10000004	0	
30000395	1HH3-E	-7.0858727287848e-05	10000004	0	
30000396	DUIU-Q	-4.96268402198075e-05	10000004	0	
30000397	LQH0-H	-3.08064753267168e-05	10000004	0	
30000398	FRW3-2	-3.73501814002752e-05	10000004	0	
30000399	9MX-1C	-4.24615392520256e-05	10000004	0	
30000400	IED-4U	-5.45917693818287e-05	10000004	0	
30000401	N-9EOQ	-3.13991973031058e-05	10000004	0	
30000402	6F3-TK	-9.37667718141633e-05	10000004	0	
30000403	2E0P-2	-5.31533357278624e-05	10000004	0	
30000404	U-ITH5	-4.55663763118119e-05	10000004	0	
30000405	N-4G5L	-7.74434465437013e-05	10000004	0	
30000406	RB-2EA	-4.24573197358447e-05	10000004	0	
30000407	ZK5-42	-0.000125111946432943	10000004	0	
30000408	YRZ-E4	-1.27467339147147e-05	10000004	0	
30000409	A3-PAT	-1.51419064553515e-05	10000004	0	
30000410	H55-2R	-1.36963187729044e-05	10000004	0	
30000411	P6-DBM	-1.88258083418935e-05	10000004	0	
30000412	9XI-0X	-1.06743676853149e-05	10000004	0	
30000413	Q8T-MC	-7.73087710315146e-06	10000004	0	
30000414	Z-YOJ9	-0.00151337057722667	10000004	0	
